Transaction_ID,Date,City,Flavor,Quantity,Price_per_Unit,Total_Amount,Payment_Method
TXN1375,2026-02-25,Ongole,Mango Blast,5,40,200,Card
TXN1376,2026-03-04,Karur,Chocolate Crunch,5,60,300,UPI
TXN1377,2026-03-07,Bangalore,Watermelon Chill,1,40,40,Cash
TXN1378,2026-03-14,Mumbai,Mango Blast,4,50,200,UPI
TXN1379,2026-01-05,Mumbai,Chocolate Crunch,2,50,100,Card
TXN1380,2026-03-18,Bangalore,Watermelon Chill,2,30,60,Cash
TXN1381,2026-01-03,Namakkal,Mango Blast,1,40,40,Cash
TXN1382,2026-02-18,Coimbatore,Strawberry Swirl,4,30,120,Cash
TXN1383,2026-01-10,Karur,Blueberry Ice,5,60,300,UPI
TXN1384,2026-02-07,Bangalore,Watermelon Chill,2,30,60,Cash
TXN1385,2026-03-30,Trichy,Blueberry Ice,5,50,250,Card
TXN1386,2026-03-29,Tenali,Blueberry Ice,2,30,60,Cash
TXN1387,2026-02-28,Namakkal,Chocolate Crunch,3,60,180,Cash
TXN1388,2026-01-29,Ongole,Blueberry Ice,2,50,100,UPI
TXN1389,2026-01-01,Trichy,Chocolate Crunch,1,60,60,Cash
TXN1390,2026-01-12,Bangalore,Strawberry Swirl,5,60,300,Card
TXN1391,2026-03-13,Ongole,Chocolate Crunch,1,30,30,Cash
TXN1392,2026-02-06,Mumbai,Strawberry Swirl,2,40,80,Card
TXN1393,2026-01-27,Ongole,Mango Blast,2,30,60,Cash
TXN1394,2026-03-23,Ongole,Mango Blast,1,60,60,UPI
TXN1395,2026-03-31,Coimbatore,Chocolate Crunch,2,40,80,Cash
TXN1396,2026-03-08,Namakkal,Watermelon Chill,2,50,100,UPI
TXN1397,2026-03-18,Coimbatore,Blueberry Ice,1,40,40,Card
TXN1398,2026-03-13,Bangalore,Watermelon Chill,3,40,120,Cash
TXN1399,2026-02-06,Karur,Vanilla Delight,3,60,180,UPI
TXN1400,2026-04-01,Tenali,Mango Blast,2,50,100,UPI
TXN1401,2026-02-19,Trichy,Mango Blast,3,60,180,Card
TXN1402,2026-01-04,Namakkal,Watermelon Chill,2,30,60,Cash
TXN1403,2026-01-12,Tenali,Blueberry Ice,1,30,30,Card
TXN1404,2026-02-09,Trichy,Chocolate Crunch,5,40,200,UPI
TXN1405,2026-02-08,Mumbai,Vanilla Delight,4,40,160,Cash
TXN1406,2026-03-05,Coimbatore,Blueberry Ice,2,50,100,Cash
TXN1407,2026-03-18,Tenali,Chocolate Crunch,1,60,60,UPI
TXN1408,2026-02-22,Namakkal,Vanilla Delight,2,60,120,Card
TXN1409,2026-02-21,Coimbatore,Strawberry Swirl,1,50,50,UPI
TXN1410,2026-01-25,Bangalore,Chocolate Crunch,2,60,120,Card
TXN1411,2026-01-23,Trichy,Strawberry Swirl,4,30,120,UPI
TXN1412,2026-01-30,Tenali,Strawberry Swirl,4,40,160,Card
TXN1413,2026-01-17,Ongole,Vanilla Delight,5,30,150,Card
TXN1414,2026-02-13,Coimbatore,Watermelon Chill,3,40,120,UPI
TXN1415,2026-01-30,Ongole,Vanilla Delight,1,50,50,Card
TXN1416,2026-01-02,Karur,Watermelon Chill,5,40,200,UPI
TXN1417,2026-02-08,Bangalore,Vanilla Delight,4,30,120,Cash
TXN1418,2026-01-27,Mumbai,Watermelon Chill,4,60,240,Card
TXN1419,2026-01-31,Karur,Chocolate Crunch,2,50,100,UPI
TXN1420,2026-03-26,Coimbatore,Watermelon Chill,5,60,300,Card
TXN1421,2026-03-02,Trichy,Vanilla Delight,5,40,200,Card
TXN1422,2026-03-29,Namakkal,Watermelon Chill,3,40,120,Cash
TXN1423,2026-01-11,Coimbatore,Chocolate Crunch,3,40,120,Cash
TXN1424,2026-02-19,Namakkal,Chocolate Crunch,3,30,90,UPI
TXN1425,2026-01-12,Bangalore,Chocolate Crunch,3,40,120,Card
TXN1426,2026-03-25,Mumbai,Chocolate Crunch,3,30,90,UPI
TXN1427,2026-02-27,Bangalore,Blueberry Ice,1,30,30,Card
TXN1428,2026-02-13,Tenali,Vanilla Delight,4,40,160,UPI
TXN1429,2026-01-14,Ongole,Chocolate Crunch,1,30,30,UPI
TXN1430,2026-02-23,Coimbatore,Chocolate Crunch,4,60,240,UPI
TXN1431,2026-03-30,Mumbai,Mango Blast,2,40,80,UPI
TXN1432,2026-03-27,Bangalore,Mango Blast,4,30,120,Card
TXN1433,2026-03-01,Trichy,Vanilla Delight,5,60,300,Cash
TXN1434,2026-03-14,Namakkal,Vanilla Delight,2,50,100,UPI
TXN1435,2026-03-04,Karur,Mango Blast,4,50,200,Card
TXN1436,2026-01-07,Karur,Chocolate Crunch,4,50,200,Cash
TXN1437,2026-01-14,Ongole,Chocolate Crunch,3,40,120,Card
TXN1438,2026-02-06,Coimbatore,Watermelon Chill,5,60,300,UPI
TXN1439,2026-01-11,Karur,Mango Blast,1,50,50,Card
TXN1440,2026-04-01,Trichy,Mango Blast,2,60,120,Card
TXN1441,2026-02-13,Tenali,Watermelon Chill,2,60,120,UPI
TXN1442,2026-01-15,Coimbatore,Chocolate Crunch,1,30,30,Cash
TXN1443,2026-03-26,Mumbai,Mango Blast,4,50,200,UPI
TXN1444,2026-01-08,Karur,Blueberry Ice,3,50,150,Cash
TXN1445,2026-02-14,Bangalore,Mango Blast,5,50,250,UPI
TXN1446,2026-03-01,Mumbai,Strawberry Swirl,5,40,200,UPI
TXN1447,2026-03-18,Tenali,Strawberry Swirl,2,50,100,Card
TXN1448,2026-03-20,Karur,Mango Blast,1,40,40,UPI
TXN1449,2026-03-27,Tenali,Chocolate Crunch,4,50,200,Card
TXN1450,2026-02-27,Mumbai,Mango Blast,5,50,250,Card
TXN1451,2026-03-17,Namakkal,Blueberry Ice,1,40,40,Card
TXN1452,2026-03-25,Mumbai,Watermelon Chill,3,50,150,Cash
TXN1453,2026-01-25,Ongole,Vanilla Delight,3,60,180,Card
TXN1454,2026-01-15,Karur,Blueberry Ice,2,50,100,Card
TXN1455,2026-02-01,Tenali,Mango Blast,3,60,180,Cash
TXN1456,2026-01-25,Bangalore,Blueberry Ice,2,60,120,UPI
TXN1457,2026-03-06,Mumbai,Chocolate Crunch,3,50,150,Card
TXN1458,2026-01-24,Bangalore,Mango Blast,1,60,60,Card
TXN1459,2026-03-12,Coimbatore,Blueberry Ice,4,40,160,UPI
TXN1460,2026-02-01,Trichy,Vanilla Delight,4,40,160,Card
TXN1461,2026-03-27,Bangalore,Vanilla Delight,3,50,150,Cash
TXN1462,2026-02-27,Coimbatore,Watermelon Chill,2,40,80,UPI
TXN1463,2026-01-10,Karur,Chocolate Crunch,3,50,150,Cash
TXN1464,2026-03-08,Ongole,Watermelon Chill,3,30,90,Card
TXN1465,2026-01-16,Coimbatore,Vanilla Delight,4,50,200,Card
TXN1466,2026-03-25,Tenali,Chocolate Crunch,5,40,200,Cash
TXN1467,2026-01-31,Tenali,Vanilla Delight,1,30,30,Card
TXN1468,2026-02-25,Coimbatore,Mango Blast,4,40,160,Card
TXN1469,2026-03-22,Coimbatore,Chocolate Crunch,2,60,120,Cash
TXN1470,2026-02-15,Mumbai,Watermelon Chill,1,60,60,Card
TXN1471,2026-02-13,Trichy,Mango Blast,3,30,90,Cash
TXN1472,2026-03-06,Tenali,Watermelon Chill,2,30,60,Card
TXN1473,2026-03-18,Namakkal,Strawberry Swirl,5,30,150,Card
TXN1474,2026-03-25,Karur,Watermelon Chill,3,30,90,UPI
TXN1475,2026-01-10,Tenali,Vanilla Delight,1,60,60,Card
TXN1476,2026-01-17,Tenali,Mango Blast,1,30,30,Cash
TXN1477,2026-02-19,Trichy,Chocolate Crunch,1,40,40,Cash
TXN1478,2026-03-01,Tenali,Strawberry Swirl,1,60,60,Cash
TXN1479,2026-01-19,Namakkal,Blueberry Ice,3,60,180,Card
TXN1480,2026-01-02,Coimbatore,Watermelon Chill,1,40,40,Card
TXN1481,2026-02-11,Mumbai,Mango Blast,1,50,50,Cash
TXN1482,2026-02-15,Trichy,Blueberry Ice,3,30,90,UPI
TXN1483,2026-01-09,Bangalore,Strawberry Swirl,3,60,180,Card
TXN1484,2026-02-08,Trichy,Vanilla Delight,5,50,250,Card
TXN1485,2026-03-14,Tenali,Mango Blast,4,30,120,Card
TXN1486,2026-03-10,Coimbatore,Vanilla Delight,5,50,250,Card
TXN1487,2026-03-20,Karur,Chocolate Crunch,2,50,100,UPI
TXN1488,2026-02-17,Karur,Chocolate Crunch,5,30,150,UPI
TXN1489,2026-03-21,Bangalore,Chocolate Crunch,1,50,50,Card
TXN1490,2026-01-17,Trichy,Strawberry Swirl,1,60,60,Cash
TXN1491,2026-03-30,Namakkal,Vanilla Delight,2,50,100,Card
TXN1492,2026-02-16,Bangalore,Strawberry Swirl,3,50,150,UPI
TXN1493,2026-02-22,Mumbai,Blueberry Ice,4,30,120,UPI
TXN1494,2026-03-05,Tenali,Watermelon Chill,3,60,180,Card
TXN1495,2026-02-21,Namakkal,Chocolate Crunch,4,60,240,Cash
TXN1496,2026-01-29,Mumbai,Chocolate Crunch,5,60,300,Cash
TXN1497,2026-03-14,Tenali,Vanilla Delight,4,50,200,UPI
TXN1498,2026-02-11,Trichy,Blueberry Ice,4,30,120,Card
TXN1499,2026-03-29,Karur,Mango Blast,5,40,200,Card
