Transaction_ID,Date,Location,Flavor,Quantity,Selling_Price,Cost_Price,Revenue,Total_Cost,Profit
TXN2335,2026-01-23,Mumbai,Vanilla Delight,95,60,45,5700,4275,1425
TXN2336,2026-02-13,Namakkal,Blueberry Ice,15,40,25,600,375,225
TXN2337,2026-01-30,Karur,Blueberry Ice,35,40,20,1400,700,700
TXN2338,2026-01-14,Mumbai,Vanilla Delight,92,40,30,3680,2760,920
TXN2339,2026-03-17,Namakkal,Strawberry Swirl,30,60,40,1800,1200,600
TXN2340,2026-01-31,Karur,Strawberry Swirl,82,50,35,4100,2870,1230
TXN2341,2026-01-07,Ongole,Watermelon Chill,78,50,35,3900,2730,1170
TXN2342,2026-02-21,Bangalore,Strawberry Swirl,71,30,15,2130,1065,1065
TXN2343,2026-01-22,Trichy,Blueberry Ice,43,50,40,2150,1720,430
TXN2344,2026-02-08,Coimbatore,Mango Blast,45,60,45,2700,2025,675
TXN2345,2026-01-25,Ongole,Chocolate Crunch,51,50,40,2550,2040,510
TXN2346,2026-02-21,Karur,Watermelon Chill,10,40,20,400,200,200
TXN2347,2026-01-30,Bangalore,Vanilla Delight,67,50,40,3350,2680,670
TXN2348,2026-01-12,Coimbatore,Blueberry Ice,60,30,20,1800,1200,600
TXN2349,2026-01-25,Ongole,Strawberry Swirl,33,30,10,990,330,660
TXN2350,2026-03-29,Tenali,Watermelon Chill,99,30,20,2970,1980,990
TXN2351,2026-02-09,Ongole,Vanilla Delight,74,30,10,2220,740,1480
TXN2352,2026-03-04,Mumbai,Blueberry Ice,89,60,40,5340,3560,1780
TXN2353,2026-02-06,Bangalore,Chocolate Crunch,47,50,30,2350,1410,940
TXN2354,2026-03-05,Namakkal,Chocolate Crunch,23,60,40,1380,920,460
TXN2355,2026-03-03,Namakkal,Mango Blast,24,50,30,1200,720,480
TXN2356,2026-02-07,Namakkal,Watermelon Chill,57,50,30,2850,1710,1140
TXN2357,2026-02-20,Coimbatore,Vanilla Delight,76,50,40,3800,3040,760
TXN2358,2026-02-09,Bangalore,Chocolate Crunch,74,30,10,2220,740,1480
TXN2359,2026-01-12,Tenali,Blueberry Ice,84,60,45,5040,3780,1260
TXN2360,2026-03-18,Mumbai,Strawberry Swirl,53,40,25,2120,1325,795
TXN2361,2026-01-26,Trichy,Strawberry Swirl,92,30,15,2760,1380,1380
TXN2362,2026-01-18,Mumbai,Mango Blast,98,60,50,5880,4900,980
TXN2363,2026-01-03,Tenali,Blueberry Ice,33,30,10,990,330,660
TXN2364,2026-02-02,Ongole,Chocolate Crunch,47,30,10,1410,470,940
TXN2365,2026-01-19,Coimbatore,Mango Blast,22,60,45,1320,990,330
TXN2366,2026-03-24,Tenali,Chocolate Crunch,88,50,40,4400,3520,880
TXN2367,2026-02-04,Karur,Strawberry Swirl,88,50,30,4400,2640,1760
TXN2368,2026-03-12,Ongole,Watermelon Chill,47,40,30,1880,1410,470
TXN2369,2026-03-20,Mumbai,Chocolate Crunch,48,30,15,1440,720,720
TXN2370,2026-03-24,Mumbai,Blueberry Ice,77,60,50,4620,3850,770
TXN2371,2026-01-11,Bangalore,Strawberry Swirl,39,60,40,2340,1560,780
TXN2372,2026-01-06,Trichy,Blueberry Ice,20,60,40,1200,800,400
TXN2373,2026-01-25,Karur,Vanilla Delight,35,30,15,1050,525,525
TXN2374,2026-01-10,Namakkal,Chocolate Crunch,73,30,15,2190,1095,1095
TXN2375,2026-03-06,Namakkal,Strawberry Swirl,57,40,20,2280,1140,1140
TXN2376,2026-01-18,Karur,Blueberry Ice,96,50,40,4800,3840,960
TXN2377,2026-01-28,Mumbai,Watermelon Chill,64,50,35,3200,2240,960
TXN2378,2026-02-07,Namakkal,Mango Blast,69,60,40,4140,2760,1380
TXN2379,2026-04-01,Karur,Vanilla Delight,83,50,40,4150,3320,830
TXN2380,2026-03-30,Trichy,Watermelon Chill,56,40,20,2240,1120,1120
TXN2381,2026-02-14,Karur,Vanilla Delight,91,40,20,3640,1820,1820
TXN2382,2026-01-28,Ongole,Strawberry Swirl,95,40,20,3800,1900,1900
TXN2383,2026-03-11,Ongole,Watermelon Chill,78,40,30,3120,2340,780
TXN2384,2026-02-12,Ongole,Watermelon Chill,82,40,25,3280,2050,1230
TXN2385,2026-01-09,Coimbatore,Chocolate Crunch,91,50,35,4550,3185,1365
TXN2386,2026-02-08,Ongole,Chocolate Crunch,50,30,15,1500,750,750
TXN2387,2026-01-07,Mumbai,Mango Blast,55,60,40,3300,2200,1100
TXN2388,2026-01-09,Namakkal,Vanilla Delight,23,30,15,690,345,345
TXN2389,2026-02-22,Bangalore,Blueberry Ice,83,40,25,3320,2075,1245
TXN2390,2026-03-02,Mumbai,Blueberry Ice,51,50,40,2550,2040,510
TXN2391,2026-03-09,Namakkal,Blueberry Ice,32,40,20,1280,640,640
TXN2392,2026-02-15,Ongole,Vanilla Delight,36,40,20,1440,720,720
TXN2393,2026-01-02,Ongole,Mango Blast,35,30,15,1050,525,525
TXN2394,2026-01-19,Ongole,Watermelon Chill,58,40,25,2320,1450,870
TXN2395,2026-02-27,Karur,Strawberry Swirl,72,60,45,4320,3240,1080
TXN2396,2026-02-08,Ongole,Mango Blast,92,30,20,2760,1840,920
TXN2397,2026-03-20,Karur,Watermelon Chill,69,40,30,2760,2070,690
TXN2398,2026-01-20,Karur,Mango Blast,30,60,45,1800,1350,450
TXN2399,2026-03-19,Mumbai,Blueberry Ice,37,60,45,2220,1665,555
TXN2400,2026-03-12,Bangalore,Chocolate Crunch,54,50,35,2700,1890,810
TXN2401,2026-02-13,Coimbatore,Watermelon Chill,41,50,30,2050,1230,820
TXN2402,2026-01-18,Coimbatore,Chocolate Crunch,10,60,45,600,450,150
TXN2403,2026-03-15,Bangalore,Strawberry Swirl,85,30,10,2550,850,1700
TXN2404,2026-03-19,Namakkal,Blueberry Ice,64,60,45,3840,2880,960
TXN2405,2026-02-08,Ongole,Vanilla Delight,98,30,10,2940,980,1960
TXN2406,2026-02-24,Mumbai,Vanilla Delight,86,40,20,3440,1720,1720
TXN2407,2026-02-08,Trichy,Chocolate Crunch,73,60,40,4380,2920,1460
TXN2408,2026-03-20,Ongole,Mango Blast,33,60,45,1980,1485,495
TXN2409,2026-03-22,Mumbai,Chocolate Crunch,83,50,30,4150,2490,1660
TXN2410,2026-02-10,Coimbatore,Vanilla Delight,23,30,15,690,345,345
TXN2411,2026-01-22,Tenali,Chocolate Crunch,30,30,15,900,450,450
TXN2412,2026-02-12,Bangalore,Chocolate Crunch,23,40,25,920,575,345
TXN2413,2026-01-19,Tenali,Strawberry Swirl,21,30,15,630,315,315
TXN2414,2026-01-03,Bangalore,Vanilla Delight,44,60,40,2640,1760,880
TXN2415,2026-02-08,Bangalore,Watermelon Chill,51,40,20,2040,1020,1020
TXN2416,2026-01-06,Ongole,Chocolate Crunch,28,30,15,840,420,420
TXN2417,2026-02-14,Tenali,Blueberry Ice,45,60,45,2700,2025,675
TXN2418,2026-03-28,Tenali,Vanilla Delight,89,50,35,4450,3115,1335
TXN2419,2026-01-22,Bangalore,Mango Blast,19,60,50,1140,950,190
TXN2420,2026-03-08,Namakkal,Mango Blast,83,60,40,4980,3320,1660
TXN2421,2026-01-09,Tenali,Mango Blast,40,40,20,1600,800,800
TXN2422,2026-01-12,Tenali,Strawberry Swirl,21,50,35,1050,735,315
TXN2423,2026-03-08,Namakkal,Strawberry Swirl,32,40,30,1280,960,320
TXN2424,2026-03-18,Tenali,Chocolate Crunch,52,60,40,3120,2080,1040
TXN2425,2026-02-27,Bangalore,Chocolate Crunch,76,50,30,3800,2280,1520
TXN2426,2026-01-09,Namakkal,Blueberry Ice,80,50,35,4000,2800,1200
TXN2427,2026-03-28,Bangalore,Vanilla Delight,59,40,30,2360,1770,590
TXN2428,2026-02-06,Ongole,Mango Blast,59,60,50,3540,2950,590
TXN2429,2026-03-17,Namakkal,Strawberry Swirl,89,50,40,4450,3560,890
TXN2430,2026-02-08,Ongole,Vanilla Delight,92,30,15,2760,1380,1380
TXN2431,2026-03-20,Mumbai,Watermelon Chill,60,60,40,3600,2400,1200
TXN2432,2026-03-01,Bangalore,Mango Blast,20,50,35,1000,700,300
TXN2433,2026-03-13,Namakkal,Strawberry Swirl,80,50,40,4000,3200,800
TXN2434,2026-03-07,Trichy,Vanilla Delight,36,50,40,1800,1440,360
TXN2435,2026-03-17,Bangalore,Watermelon Chill,31,30,15,930,465,465
TXN2436,2026-02-25,Bangalore,Vanilla Delight,24,50,35,1200,840,360
TXN2437,2026-02-02,Bangalore,Vanilla Delight,58,40,30,2320,1740,580
TXN2438,2026-02-26,Tenali,Chocolate Crunch,97,40,20,3880,1940,1940
TXN2439,2026-01-07,Coimbatore,Strawberry Swirl,87,30,10,2610,870,1740
TXN2440,2026-02-06,Trichy,Strawberry Swirl,87,30,15,2610,1305,1305
TXN2441,2026-03-05,Ongole,Strawberry Swirl,31,40,30,1240,930,310
TXN2442,2026-01-20,Trichy,Strawberry Swirl,18,50,40,900,720,180
TXN2443,2026-03-30,Coimbatore,Watermelon Chill,94,40,25,3760,2350,1410
TXN2444,2026-01-02,Karur,Watermelon Chill,62,60,40,3720,2480,1240
TXN2445,2026-01-09,Tenali,Strawberry Swirl,46,60,45,2760,2070,690
TXN2446,2026-03-26,Trichy,Blueberry Ice,32,40,30,1280,960,320
TXN2447,2026-01-11,Coimbatore,Vanilla Delight,11,60,40,660,440,220
TXN2448,2026-01-02,Ongole,Mango Blast,20,60,40,1200,800,400
TXN2449,2026-01-31,Bangalore,Mango Blast,23,30,10,690,230,460
TXN2450,2026-03-20,Ongole,Strawberry Swirl,80,50,35,4000,2800,1200
TXN2451,2026-03-10,Tenali,Vanilla Delight,61,40,30,2440,1830,610
TXN2452,2026-02-23,Namakkal,Chocolate Crunch,21,50,40,1050,840,210
TXN2453,2026-01-16,Tenali,Chocolate Crunch,84,30,10,2520,840,1680
TXN2454,2026-03-27,Mumbai,Watermelon Chill,30,50,30,1500,900,600
TXN2455,2026-02-18,Namakkal,Vanilla Delight,53,40,20,2120,1060,1060
TXN2456,2026-03-13,Trichy,Mango Blast,64,30,10,1920,640,1280
TXN2457,2026-03-16,Karur,Mango Blast,85,30,15,2550,1275,1275
TXN2458,2026-01-25,Namakkal,Blueberry Ice,18,40,20,720,360,360
TXN2459,2026-03-05,Coimbatore,Blueberry Ice,27,40,25,1080,675,405
TXN2460,2026-01-27,Bangalore,Blueberry Ice,95,50,30,4750,2850,1900
TXN2461,2026-02-19,Coimbatore,Strawberry Swirl,16,50,35,800,560,240
TXN2462,2026-01-29,Bangalore,Vanilla Delight,13,50,30,650,390,260
TXN2463,2026-03-16,Mumbai,Blueberry Ice,79,50,35,3950,2765,1185
TXN2464,2026-01-07,Namakkal,Strawberry Swirl,44,60,45,2640,1980,660
TXN2465,2026-03-08,Mumbai,Mango Blast,45,50,35,2250,1575,675
TXN2466,2026-02-13,Tenali,Mango Blast,13,50,30,650,390,260
TXN2467,2026-02-25,Bangalore,Chocolate Crunch,45,60,45,2700,2025,675
TXN2468,2026-01-09,Mumbai,Blueberry Ice,34,50,30,1700,1020,680
TXN2469,2026-03-14,Bangalore,Blueberry Ice,79,60,50,4740,3950,790
TXN2470,2026-01-05,Tenali,Watermelon Chill,50,50,35,2500,1750,750
TXN2471,2026-03-16,Tenali,Vanilla Delight,42,40,20,1680,840,840
TXN2472,2026-01-12,Mumbai,Blueberry Ice,38,40,30,1520,1140,380
TXN2473,2026-02-13,Namakkal,Vanilla Delight,10,30,10,300,100,200
TXN2474,2026-01-01,Karur,Mango Blast,68,60,45,4080,3060,1020
TXN2475,2026-01-17,Karur,Strawberry Swirl,54,40,20,2160,1080,1080
TXN2476,2026-01-10,Trichy,Mango Blast,80,30,15,2400,1200,1200
TXN2477,2026-02-16,Ongole,Blueberry Ice,57,40,25,2280,1425,855
TXN2478,2026-03-10,Ongole,Watermelon Chill,93,40,25,3720,2325,1395
TXN2479,2026-01-10,Bangalore,Strawberry Swirl,39,30,20,1170,780,390
TXN2480,2026-01-19,Trichy,Chocolate Crunch,93,50,40,4650,3720,930
TXN2481,2026-03-21,Trichy,Mango Blast,87,30,20,2610,1740,870
TXN2482,2026-03-11,Bangalore,Vanilla Delight,59,60,40,3540,2360,1180
TXN2483,2026-01-31,Mumbai,Watermelon Chill,66,40,20,2640,1320,1320
TXN2484,2026-03-31,Coimbatore,Strawberry Swirl,86,30,15,2580,1290,1290
TXN2485,2026-02-26,Coimbatore,Watermelon Chill,33,50,35,1650,1155,495
TXN2486,2026-01-22,Coimbatore,Blueberry Ice,49,30,10,1470,490,980
TXN2487,2026-03-25,Karur,Blueberry Ice,51,50,35,2550,1785,765
TXN2488,2026-03-06,Coimbatore,Mango Blast,26,60,40,1560,1040,520
TXN2489,2026-01-20,Coimbatore,Strawberry Swirl,74,50,40,3700,2960,740
TXN2490,2026-01-25,Ongole,Watermelon Chill,58,50,35,2900,2030,870
TXN2491,2026-03-31,Bangalore,Mango Blast,65,50,35,3250,2275,975
TXN2492,2026-02-15,Tenali,Strawberry Swirl,49,40,25,1960,1225,735
TXN2493,2026-03-11,Mumbai,Mango Blast,78,60,45,4680,3510,1170
TXN2494,2026-03-11,Ongole,Watermelon Chill,47,30,15,1410,705,705
TXN2495,2026-03-14,Bangalore,Mango Blast,13,60,45,780,585,195
TXN2496,2026-01-28,Namakkal,Mango Blast,45,30,10,1350,450,900
TXN2497,2026-01-27,Bangalore,Vanilla Delight,42,40,20,1680,840,840
TXN2498,2026-03-14,Bangalore,Vanilla Delight,46,30,20,1380,920,460
TXN2499,2026-02-10,Ongole,Blueberry Ice,67,30,10,2010,670,1340
